objectid,assessment_year,formatted_address,community,neighborhood,ward,zoning,landuse,parcel_area_sqft,property_type,totalvalue,multiple_uses,main_pt,buildinguse,yearbuilt,belowgroundarea,abovegroundarea,num_stories,garage_present,primaryheating,constructiontype,exteriortype,roof,total_units,fireplaces,bathrooms,bedrooms
1111,2020,"3801 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,13560,RESIDENTIAL,1376500,NO,R,SGL. DWLG. W/TUCK UNDER,1951.0,2474,2964,1,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,5,5
1112,2020,"3800 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,8580,RESIDENTIAL,718500,NO,R,SPLIT ENTRY SGL. DWLG.,1969.0,1561,2774,1,3,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,HIP,1,2,3,6
1113,2020,"3806 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7656,RESIDENTIAL,850000,NO,R,SINGLE FAM. DWLG.,1931.0,1190,2400,2,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,2,3,4
1114,2020,"3820 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,8712,RESIDENTIAL,723500,NO,R,SINGLE FAM. DWLG.,1941.0,933,1623,1.7,2,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,1,2,3
1115,2020,"3830 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,13200,RESIDENTIAL,1116000,NO,R,SINGLE FAM. DWLG.,1940.0,1328,2732,2,2,FORCED AIR,WOOD FRAME,BRICK,HIP,1,2,4,4
1116,2020,"3836 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6600,RESIDENTIAL,741000,NO,R,SINGLE FAM. DWLG.,1941.0,804,1824,2,2,FORCED AIR,WOOD FRAME,BRICK,HIP,1,1,2,4
1117,2020,"3840 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6864,RESIDENTIAL,616500,NO,R,SINGLE FAM. DWLG.,1939.0,788,1556,2,1,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,1,2,3
1118,2020,"3846 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,10428,RESIDENTIAL,883500,NO,R,SINGLE FAM. DWLG.,1939.0,1409,2893,2,2,FORCED AIR,WOOD FRAME,BRICK,GABLE,1,2,4,4
1119,2020,"3851 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7830,RESIDENTIAL,684000,NO,R,SINGLE FAM. DWLG.,1932.0,1609,2275,1.5,2,HOT WATER,WOOD FRAME,STONE,GABLE,1,2,2,5
1120,2020,"3843 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7830,RESIDENTIAL,485000,NO,R,SINGLE FAM. DWLG.,1934.0,768,1728,2,1,STEAM,WOOD FRAME,WOOD,GABLE,1,2,1,3
1121,2020,"3837 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7830,RESIDENTIAL,1066500,NO,R,SINGLE FAM. DWLG.,1937.0,1356,3008,2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,3,4,5
1122,2020,"3833 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7830,RESIDENTIAL,934000,NO,R,SINGLE FAM. DWLG.,1936.0,1442,3097,2.2,2,FORCED AIR,WOOD FRAME,BRICK,HIP,1,1,3,4
1123,2020,"3827 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7830,RESIDENTIAL,783500,NO,R,SINGLE FAM. DWLG.,1926.0,1125,2091,2,2,HOT WATER,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,1,3,3
1124,2020,"3823 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7830,RESIDENTIAL,1032000,NO,R,SINGLE FAM. DWLG.,2006.0,1154,2529,2,2,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,1,4,4
1125,2020,"3817 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,8100,RESIDENTIAL,559000,NO,R,SPLIT LEVEL SNG. DWLG.,1956.0,1695,1747,1,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,2,5
1126,2020,"3809 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,13432,RESIDENTIAL,687500,NO,R,SINGLE FAM. DWLG.,1933.0,828,1944,2.5,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,3,3
1127,2020,"3417 38TH ST W, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7425,RESIDENTIAL,1249000,NO,R,SINGLE FAM. DWLG.,1930.0,1581,3462,2.5,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,3,4,6
1129,2020,"3900 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,8450,RESIDENTIAL,1062500,NO,R,SINGLE FAM. DWLG.,1936.0,1463,3594,2.2,2,FORCED AIR,WOOD FRAME,BRICK,HIP,1,2,5,5
1130,2020,"3906 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,971500,NO,R,SGL. DWLG. W/TUCK UNDER,1935.0,1292,3000,2,2,FORCED AIR,WOOD FRAME,BRICK,GABLE,1,2,3,4
1131,2020,"3912 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,15080,RESIDENTIAL,1025000,NO,R,SGL. DWLG. W/TUCK UNDER,1936.0,1004,3100,2.5,2,FORCED AIR,WOOD FRAME,BRICK,GABLE,1,2,4,5
1132,2020,"3932 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,537500,NO,R,SGL. DWLG. W/TUCK UNDER,1936.0,1024,1624,1.2,1,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,2,3
1133,2020,"3936 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,757000,NO,R,SINGLE FAM. DWLG.,1920.0,1056,1714,1.7,2,GEOTHERMAL,WOOD FRAME,STUCCO,GABLE,1,1,2,4
1134,2020,"3942 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,885500,NO,R,SINGLE FAM. DWLG.,1927.0,884,2622,2.5,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,3,4
1135,2020,"3944 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,621000,NO,R,SINGLE FAM. DWLG.,1915.0,1224,2124,1.5,2,HOT WATER,WOOD FRAME,METAL/VINYL,GABLE,1,1,3,4
1136,2020,"3945 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,577500,NO,R,SINGLE FAM. DWLG.,1948.0,1858,1858,1,1,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,2,3,3
1137,2020,"3941 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,476000,NO,R,SINGLE FAM. DWLG.,1948.0,1040,1040,1,2,FORCED AIR,WOOD FRAME,STUCCO,HIP,1,0,2,2
1138,2020,"3937 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,707000,NO,R,SPLIT LEVEL SNG. DWLG.,1954.0,1359,1635,1.5,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,2,4
1139,2020,"3933 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,852000,NO,R,SINGLE FAM. DWLG.,1955.0,1488,2127,1.5,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,4,5
1140,2020,"3927 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,544500,NO,R,SINGLE FAM. DWLG.,1955.0,1516,1516,1,2,FORCED AIR,WOOD FRAME,WOOD,HIP,1,2,3,3
1141,2020,"3923 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,723000,NO,R,SPLIT LEVEL SNG. DWLG.,1962.0,1112,2078,1,2,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,1,4,5
1142,2020,"3917 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,9490,RESIDENTIAL,899000,NO,R,SPLIT LEVEL SNG. DWLG.,1959.0,1654,2169,1,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,HIP,1,1,3,5
1143,2020,"3906 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,15080,RESIDENTIAL,918000,NO,R,SINGLE FAM. DWLG.,1952.0,1561,1960,1,2,FORCED AIR,CONCRETE,BRICK,HIP,1,2,3,3
1144,2020,"3912 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,8450,RESIDENTIAL,531500,NO,R,SINGLE FAM. DWLG.,1961.0,1412,1412,1,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,3,2
1145,2020,"3918 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,15080,RESIDENTIAL,533000,NO,R,SINGLE FAM. DWLG.,1954.0,1373,1373,1,1,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,0,3,2
1146,2020,"3926 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,562000,NO,R,SPLIT LEVEL SNG. DWLG.,1954.0,1416,1416,1,2,FORCED AIR,WOOD FRAME,WOOD,HIP,1,2,2,3
1147,2020,"3932 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,778500,NO,R,SPLIT LEVEL SNG. DWLG.,1956.0,1414,2215,1.5,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,3,4
1148,2020,"3936 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,379500,NO,R,SINGLE FAM. DWLG.,1950.0,818,938,1.2,2,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,1,1,3
1149,2020,"3942 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,600000,NO,R,SPLIT LEVEL SNG. DWLG.,1954.0,726,1655,1.2,1,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,2,3,4
1150,2020,"3950 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,725000,NO,R,SINGLE FAM. DWLG.,1928.0,974,1758,2,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,2,3,3
1151,2020,"3949 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,793500,NO,R,SINGLE FAM. DWLG.,1936.0,1097,2200,2,2,FORCED AIR,WOOD FRAME,BRICK,GABLE,1,2,3,3
1152,2020,"3945 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,646000,NO,R,SINGLE FAM. DWLG.,1937.0,841,2078,2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,2,4
1153,2020,"3935 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,965500,NO,R,SINGLE FAM. DWLG.,1936.0,1344,3137,2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,4,4
1154,2020,"3933 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,922000,NO,R,SINGLE FAM. DWLG.,1929.0,1326,2920,2,2,HOT WATER,WOOD FRAME,STUCCO,HIP,1,2,4,4
1155,2020,"3927 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,612000,NO,R,SINGLE FAM. DWLG.,1929.0,789,1713,2,1,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,2,2,3
1156,2020,"3923 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,581500,NO,R,SINGLE FAM. DWLG.,1946.0,912,1367,1,1,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,3,3,2
1157,2020,"3917 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,997500,NO,R,SINGLE FAM. DWLG.,1950.0,1383,2841,1,1,FORCED AIR,WOOD FRAME,WOOD,HIP,1,2,4,7
1158,2020,"3911 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,925000,NO,R,SINGLE FAM. DWLG.,1956.0,1541,2396,2,2,FORCED AIR,WOOD FRAME,STUCCO,HIP,1,3,4,5
1159,2020,"3907 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,479000,NO,R,SINGLE FAM. DWLG.,1949.0,1213,1252,1,1,FORCED AIR,WOOD FRAME,STUCCO,HIP,1,2,2,4
1160,2020,"3901 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,8450,RESIDENTIAL,881000,NO,R,SINGLE FAM. DWLG.,2006.0,1424,2804,2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,3,3
1161,2020,"3900 XERXES AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,8775,RESIDENTIAL,1179000,NO,R,SINGLE FAM. DWLG.,1927.0,1647,3001,2,3,FORCED AIR,WOOD FRAME,STUCCO,HIP,1,3,6,4
1162,2020,"3906 XERXES AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7830,RESIDENTIAL,675000,NO,R,SPLIT LEVEL SNG. DWLG.,1958.0,1589,2092,1.2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,3,4
1163,2020,"3914 XERXES AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7830,RESIDENTIAL,772500,NO,R,SINGLE FAM. DWLG.,1927.0,1338,2502,2,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,2,4,4
1164,2020,"3918 XERXES AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,10800,RESIDENTIAL,575000,NO,R,SPLIT LEVEL SNG. DWLG.,1925.0,1002,2214,1.7,2,HOT WATER,WOOD FRAME,BRICK,GABLE,1,2,3,3
1165,2020,"3932 XERXES AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,683500,NO,R,SGL. DWLG. W/TUCK UNDER,1928.0,958,2047,2,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,2,2,3
1166,2020,"3936 XERXES AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,660500,NO,R,SINGLE FAM. DWLG.,1931.0,1040,2104,2,2,HOT WATER,WOOD FRAME,WOOD,GABLE,1,2,3,4
1167,2020,"3944 XERXES AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,649000,NO,R,SINGLE FAM. DWLG.,1929.0,1075,1971,2,2,HOT WATER,WOOD FRAME,BRICK,GABLE,1,1,2,3
1168,2020,"3950 XERXES AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,447000,NO,R,SINGLE FAM. DWLG.,1921.0,819,1219,1.5,0,HOT WATER,WOOD FRAME,STUCCO,HIP,1,1,1,2
1169,2020,"3947 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7830,RESIDENTIAL,752000,NO,R,SINGLE FAM. DWLG.,1954.0,1110,2220,2,3,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,2,4,4
1170,2020,"3943 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7830,RESIDENTIAL,774500,NO,R,SINGLE FAM. DWLG.,1955.0,1070,2180,1.7,2,FORCED AIR,WOOD FRAME,BRICK,GABLE,1,2,4,5
1171,2020,"3939 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7830,RESIDENTIAL,551000,NO,R,SPLIT LEVEL SNG. DWLG.,1953.0,1288,1633,1.2,2,HOT WATER,WOOD FRAME,STUCCO,HIP,1,2,2,3
1172,2020,"3933 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7695,RESIDENTIAL,681000,NO,R,SINGLE FAM. DWLG.,1968.0,1491,1491,1,2,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,2,3,4
1173,2020,"3927 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6750,RESIDENTIAL,567000,NO,R,SINGLE FAM. DWLG.,1968.0,896,1600,2,2,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,1,3,4
1174,2020,"3921 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6750,RESIDENTIAL,545000,NO,R,SINGLE FAM. DWLG.,1948.0,904,1224,1.5,1,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,2,3
1175,2020,"3917 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,10125,RESIDENTIAL,656500,NO,R,SINGLE FAM. DWLG.,1951.0,1144,1628,1.2,2,FORCED AIR,WOOD FRAME,BRICK,GABLE,1,2,3,4
1176,2020,"3911 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7830,RESIDENTIAL,581500,NO,R,SPLIT LEVEL SNG. DWLG.,1958.0,1328,1414,1,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,3,3
1177,2020,"3905 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7830,RESIDENTIAL,945500,NO,R,CONTEMPORARY,1988.0,1280,2467,2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,4,3
1178,2020,"3901 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,8775,RESIDENTIAL,832500,NO,R,SINGLE FAM. DWLG.,1931.0,893,2154,1.7,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,2,3,3
1179,2020,"3405 39TH ST W, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,8000,RESIDENTIAL,607500,NO,R,SINGLE FAM. DWLG.,1953.0,1544,1544,1,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,3,3
1180,2020,"3908 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,10625,RESIDENTIAL,660000,NO,R,SINGLE FAM. DWLG.,1956.0,1670,2078,1,2,FORCED AIR,WOOD FRAME,BRICK,HIP,1,2,3,4
1181,2020,"3916 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,8125,RESIDENTIAL,657500,NO,R,SINGLE FAM. DWLG.,1956.0,1690,1914,1,2,FORCED AIR,WOOD FRAME,WOOD,HIP,1,2,3,2
1182,2020,"3920 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7500,RESIDENTIAL,702500,NO,R,SINGLE FAM. DWLG.,1957.0,1358,1610,1,2,FORCED AIR,WOOD FRAME,WOOD,HIP,1,0,3,4
1183,2020,"3928 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7500,RESIDENTIAL,478500,NO,R,SPLIT LEVEL SNG. DWLG.,1958.0,988,1214,1,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,3,4
1184,2020,"3932 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6678,RESIDENTIAL,913500,NO,R,CONTEMPORARY,1951.0,1402,2906,2,2,FORCED AIR,WOOD FRAME,STUCCO,HIP,1,2,2,4
1185,2020,"3938 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6250,RESIDENTIAL,435000,NO,R,SINGLE FAM. DWLG.,1952.0,1018,1018,1,2,FORCED AIR,WOOD FRAME,STUCCO,HIP,1,2,2,2
1186,2020,"3944 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6250,RESIDENTIAL,643000,NO,R,SINGLE FAM. DWLG.,1951.0,952,1678,1.5,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,0,2,4
1187,2020,"3948 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6250,RESIDENTIAL,492000,NO,R,SINGLE FAM. DWLG.,1952.0,1024,1024,1,1,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,2,2,3
1188,2020,"3952 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6250,RESIDENTIAL,878500,NO,R,SINGLE FAM. DWLG.,1959.0,1530,2380,1.7,2,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,3,3,4
1189,2020,"3953 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,MULTI-FAMILY RESIDENTIAL,6784,DOUBLE BUNGALOW,616500,NO,DB,DUPLEX,1931.0,1336,2672,2,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,2,2,2,4
1190,2020,"3949 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,5120,RESIDENTIAL,345000,NO,R,SGL. DWLG. W/TUCK UNDER,1926.0,1005,1005,1,1,GRAVITY,WOOD FRAME,STUCCO,GABLE,1,1,1,3
1191,2020,"3941 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,MULTI-FAMILY RESIDENTIAL,15360,DOUBLE BUNGALOW,667000,NO,DB,DBL DWG W/TKUNDR GR,1955.0,2448,2448,1,3,HOT WATER,WOOD FRAME,WOOD,HIP,2,2,2,6
1192,2020,"3933 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,5120,RESIDENTIAL,515500,NO,R,SINGLE FAM. DWLG.,1932.0,822,1542,2,2,HOT WATER,WOOD FRAME,METAL/VINYL,GABLE,1,1,2,4
1193,2020,"3925 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,10240,RESIDENTIAL,737000,NO,R,SINGLE FAM. DWLG.,1955.0,1308,1359,1,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,HIP,1,2,3,5
1194,2020,"3921 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7680,RESIDENTIAL,456500,NO,R,SGL. DWLG. W/TUCK UNDER,1954.0,1124,1124,1,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,2,3
1195,2020,"3915 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7680,RESIDENTIAL,444000,NO,R,SGL. DWLG. W/TUCK UNDER,1955.0,1170,1170,1,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,2,3
1196,2020,"3909 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,5120,RESIDENTIAL,559500,NO,R,SGL. DWLG. W/TUCK UNDER,1958.0,1050,2020,2,1,HOT WATER,WOOD FRAME,WOOD,GABLE,1,1,3,4
1197,2020,"3905 BEARD AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,5120,RESIDENTIAL,763000,NO,R,SGL. DWLG. W/TUCK UNDER,1954.0,958,6652,2,2,HOT WATER,WOOD FRAME,METAL/VINYL,GABLE,1,2,3,3
